   length	     cost1	     cost2	        cpu1	        cpu2
 10000000	0.00012154	0.00005796	   812500000	   609375000
 10000000	0.00010809	0.00004227	   812500000	   609375000
 10000000	0.00004315	0.00010360	   796875000	   609375000
 10000000	0.00030000	0.00002359	   812500000	   609375000
 10000000	0.00010897	0.00000643	   812500000	   609375000
 10000000	0.00005070	0.00010609	   796875000	   625000000
 10000000	0.00004882	0.00000011	   796875000	   609375000
 10000000	0.00004336	0.00012381	   812500000	   609375000
 10000000	0.00011229	0.00003919	   812500000	   609375000
 10000000	0.00019626	0.00002572	   796875000	   625000000
 10000000	0.00002295	0.00001303	   812500000	   609375000
 10000000	0.00000858	0.00000794	   796875000	   625000000
 10000000	0.00001102	0.00006313	   796875000	   625000000
 10000000	0.00001195	0.00003314	   796875000	   625000000
 10000000	0.00000825	0.00005379	   796875000	   625000000
 10000000	0.00002143	0.00004454	   796875000	   609375000
 10000000	0.00005758	0.00001757	   812500000	   609375000
 10000000	0.00011522	0.00014122	   796875000	   625000000
 10000000	0.00016026	0.00010803	   796875000	   609375000
 10000000	0.00001562	0.00007168	   812500000	   609375000
 10000000	0.00005113	0.00007321	   796875000	   625000000
 10000000	0.00000138	0.00000942	   796875000	   625000000
 10000000	0.00001085	0.00000791	   796875000	   609375000
 10000000	0.00000059	0.00005483	   812500000	   609375000
 10000000	0.00004497	0.00007072	   796875000	   625000000
 10000000	0.00000195	0.00003212	   812500000	   609375000
 10000000	0.00004449	0.00010020	   796875000	   625000000
 10000000	0.00024284	0.00005366	   796875000	   609375000
 10000000	0.00001752	0.00000930	   812500000	   609375000
 10000000	0.00000232	0.00000356	   796875000	   625000000
 10000000	0.00004735	0.00001985	   796875000	   609375000
 10000000	0.00002995	0.00001666	   812500000	   609375000
 10000000	0.00003497	0.00000065	   812500000	   609375000
 10000000	0.00004974	0.00001990	   796875000	   625000000
 10000000	0.00008937	0.00000315	   796875000	   609375000
