      L	   R	        cpu1	        cpu2
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    78125000	    31250000
   2000	 512	    78125000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    78125000	    31250000
   2000	 512	    78125000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    78125000	    31250000
   2000	 512	    78125000	    46875000
   2000	 512	    62500000	    46875000
   2000	 512	    62500000	    46875000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    78125000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	   109375000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	1024	   140625000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   125000000	    93750000
   2000	1024	   140625000	    78125000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   171875000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   171875000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   250000000	   187500000
   2000	2048	   265625000	   171875000
   2000	2048	   265625000	   187500000
   2000	2048	   250000000	   187500000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   578125000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   500000000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   500000000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   343750000
   2000	4096	   531250000	   359375000
   2000	4096	   531250000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   531250000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   500000000	   390625000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   531250000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   500000000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   531250000	   359375000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	4096	   515625000	   375000000
   2000	4096	   515625000	   359375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1046875000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1000000000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   750000000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1000000000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   750000000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1015625000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1015625000	   750000000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1015625000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1015625000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1046875000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1046875000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   750000000
   2000	8192	  1031250000	   734375000
   2000	8192	  1015625000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   718750000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
   2000	8192	  1031250000	   734375000
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	    15625000	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	    15625000	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	    15625000
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	    15625000
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	    15625000	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	    15625000	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	    15625000	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	    15625000	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	    15625000	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   1	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   2	    15625000	           0
  16000	   2	           0	           0
  16000	   2	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	           0
  16000	   4	           0	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	    15625000	           0
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	    15625000
  16000	   4	           0	           0
  16000	   4	           0	           0
  16000	   8	           0	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	    15625000
  16000	   8	           0	           0
  16000	   8	    15625000	           0
  16000	   8	    15625000	           0
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	           0
  16000	  16	    31250000	           0
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	           0
  16000	  16	           0	           0
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	           0
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	           0
  16000	  16	    31250000	           0
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	           0
  16000	  16	    15625000	           0
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	           0
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
  16000	  16	    15625000	    15625000
